data_year,tract_geoid,NAME,acs_median_household_income,acs_per_capita_income,acs_unemployment_rate,acs_poverty_rate,acs_no_high_school_diploma_pct,acs_bachelor_or_higher_pct,acs_total_households,acs_avg_household_size,acs_total_housing_units,acs_occupied_housing_units,acs_vacancy_rate,acs_owner_occupied_pct,acs_renter_occupied_pct,acs_crowded_housing_pct
2019,17031151001,"Census Tract 1510.01, Cook County, Illinois",65417.0,27413.0,5.4,9.2,17.400000000000006,23.9,911.0,3.08,1039.0,911.0,12.3,52.4,47.6,4.3
2019,17031151002,"Census Tract 1510.02, Cook County, Illinois",62483.0,24497.0,4.9,5.0,30.599999999999994,18.8,1531.0,3.2,1736.0,1531.0,11.8,49.8,50.2,7.4
2019,17031160502,"Census Tract 1605.02, Cook County, Illinois",56875.0,28573.0,5.5,12.8,22.299999999999997,31.1,1370.0,2.72,1473.0,1370.0,7.0,43.1,56.9,5.4
2019,17031160601,"Census Tract 1606.01, Cook County, Illinois",69375.0,35509.0,3.1,8.0,11.0,51.2,1304.0,2.57,1443.0,1304.0,9.6,49.0,51.0,0.6
2019,17031160602,"Census Tract 1606.02, Cook County, Illinois",66776.0,34671.0,1.6,7.0,13.099999999999994,42.7,1449.0,2.58,1645.0,1449.0,11.9,46.0,54.0,0.8
2019,17031160501,"Census Tract 1605.01, Cook County, Illinois",60349.0,26778.0,4.8,9.4,23.0,35.6,1301.0,3.09,1529.0,1301.0,14.9,42.4,57.6,6.8
2019,17031190601,"Census Tract 1906.01, Cook County, Illinois",56771.0,22653.0,10.4,14.3,28.099999999999994,9.5,1145.0,4.35,1293.0,1145.0,11.4,59.9,40.1,14.7
2019,17031190401,"Census Tract 1904.01, Cook County, Illinois",63750.0,21763.0,6.5,16.1,17.700000000000003,22.8,1253.0,3.51,1354.0,1253.0,7.5,67.2,32.8,6.6
2019,17031190402,"Census Tract 1904.02, Cook County, Illinois",53021.0,24130.0,5.0,7.9,25.599999999999994,17.6,1707.0,3.15,1812.0,1707.0,5.8,55.6,44.4,4.6
2019,17031010201,"Census Tract 102.01, Cook County, Illinois",45639.0,20871.0,3.0,37.2,19.700000000000003,32.2,2747.0,2.65,2982.0,2747.0,7.9,25.2,74.8,11.0
2019,17031010502,"Census Tract 105.02, Cook County, Illinois",39388.0,27091.0,3.3,31.2,6.099999999999994,54.1,1572.0,1.93,1758.0,1572.0,10.6,21.6,78.4,6.9
2019,17031010202,"Census Tract 102.02, Cook County, Illinois",41486.0,20786.0,5.8,22.7,21.0,33.1,1136.0,2.27,1268.0,1136.0,10.4,22.8,77.2,16.3
2019,17031010501,"Census Tract 105.01, Cook County, Illinois",39730.0,32163.0,7.7,16.7,3.5,56.3,2374.0,1.72,2668.0,2374.0,11.0,13.5,86.5,1.3
2019,17031010503,"Census Tract 105.03, Cook County, Illinois",18516.0,23800.0,7.9,48.3,19.099999999999994,36.3,1059.0,1.7,1299.0,1059.0,18.5,17.8,82.2,6.7
2019,17031010701,"Census Tract 107.01, Cook County, Illinois",60167.0,35366.0,3.9,12.9,7.299999999999997,48.2,1512.0,2.39,1708.0,1512.0,11.5,47.9,52.1,4.0
2019,17031010702,"Census Tract 107.02, Cook County, Illinois",44583.0,23476.0,3.5,22.8,18.299999999999997,40.9,2083.0,2.41,2259.0,2083.0,7.8,23.0,77.0,10.9
2019,17031580501,"Census Tract 5805.01, Cook County, Illinois",39520.0,17688.0,11.2,19.2,34.099999999999994,9.6,1497.0,3.33,1647.0,1497.0,9.1,37.1,62.9,17.700000000000003
2019,17031580502,"Census Tract 5805.02, Cook County, Illinois",37943.0,20938.0,10.2,22.6,32.099999999999994,12.9,1504.0,3.56,1602.0,1504.0,6.1,44.3,55.7,10.2
2019,17031650301,"Census Tract 6503.01, Cook County, Illinois",60802.0,25847.0,8.1,4.7,22.900000000000006,16.6,1524.0,3.22,1668.0,1524.0,8.6,79.7,20.3,4.6
2019,17031650302,"Census Tract 6503.02, Cook County, Illinois",49130.0,20341.0,9.0,15.7,38.0,8.3,1106.0,3.81,1168.0,1106.0,5.3,73.1,26.9,5.5
2019,17031660301,"Census Tract 6603.01, Cook County, Illinois",24230.0,13181.0,26.0,29.5,25.400000000000006,7.5,533.0,2.62,658.0,533.0,19.0,31.9,68.1,4.5
2019,17031660302,"Census Tract 6603.02, Cook County, Illinois",30891.0,13228.0,19.9,25.1,34.099999999999994,8.5,1489.0,3.36,1684.0,1489.0,11.6,33.8,66.2,2.5
2019,17031700301,"Census Tract 7003.01, Cook County, Illinois",69620.0,23768.0,9.0,7.6,25.799999999999997,16.0,1741.0,3.75,1783.0,1741.0,2.4,87.5,12.5,5.8
2019,17031700302,"Census Tract 7003.02, Cook County, Illinois",66250.0,25917.0,10.4,8.0,20.799999999999997,15.9,1774.0,3.29,1841.0,1774.0,3.6,82.1,17.9,1.6
2019,17031700401,"Census Tract 7004.01, Cook County, Illinois",65000.0,23760.0,9.1,16.1,14.599999999999994,23.0,1922.0,3.29,1986.0,1922.0,3.2,83.4,16.6,2.7
2019,17031700402,"Census Tract 7004.02, Cook County, Illinois",70072.0,23582.0,18.6,23.9,19.099999999999994,24.2,1289.0,3.48,1317.0,1289.0,2.1,85.5,14.5,4.300000000000001
2019,17031700501,"Census Tract 7005.01, Cook County, Illinois",65847.0,30203.0,9.8,10.3,6.200000000000003,25.7,2454.0,2.56,2609.0,2454.0,5.9,78.2,21.8,0.0
2019,17031700502,"Census Tract 7005.02, Cook County, Illinois",102125.0,31870.0,17.9,8.0,6.900000000000006,31.7,1032.0,3.15,1096.0,1032.0,5.8,96.5,3.5,4.7
2019,17031730201,"Census Tract 7302.01, Cook County, Illinois",26731.0,20897.0,15.6,27.0,10.700000000000003,20.0,2258.0,2.33,2601.0,2258.0,13.2,44.0,56.0,1.8
2019,17031730202,"Census Tract 7302.02, Cook County, Illinois",57143.0,25979.0,17.5,10.1,5.099999999999994,26.2,1038.0,2.79,1127.0,1038.0,7.9,72.9,27.1,0.0
